 
# GREAT version 2.0.2	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Human Phenotype	HP:0010655	Stippling of the epiphyses	309	2.733808e-1	1.000000e+0	1.000000e+0	3.133738e+0	3.191077e-1	1	1.534172e-3	4.807692e-3	414	2.923510e-1	1.000000e+0	1.000000e+0	2.918421e+0	3.426510e-1	1	20	3.289474e-3	5.000000e-2	33	PEX13
Human Phenotype	HP:0000822	Hypertension	310	2.745983e-1	1.000000e+0	1.000000e+0	1.648108e+0	1.820270e+0	3	8.751296e-3	1.442308e-2	248	1.660763e-1	1.000000e+0	1.000000e+0	2.135430e+0	1.404869e+0	3	82	9.868421e-3	3.658537e-2	30,32,41	CCND1,MKKS,WNK1
Human Phenotype	HP:0000543	Pale optic disks	311	2.757266e-1	1.000000e+0	1.000000e+0	3.102350e+0	3.223363e-1	1	1.549694e-3	4.807692e-3	486	3.509985e-1	1.000000e+0	1.000000e+0	2.334737e+0	4.283138e-1	1	25	3.289474e-3	4.000000e-2	33	PEX13
Human Phenotype	HP:0002913	Myoglobinuria	312	2.765590e-1	1.000000e+0	1.000000e+0	3.091338e+0	3.234845e-1	1	1.555214e-3	4.807692e-3	414	2.923510e-1	1.000000e+0	1.000000e+0	2.918421e+0	3.426510e-1	1	20	3.289474e-3	5.000000e-2	32	LDHA
Human Phenotype	HP:0004332	Abnormality of lymphocytes	313	2.776490e-1	1.000000e+0	1.000000e+0	1.929821e+0	1.036365e+0	2	4.982525e-3	9.615385e-3	481	3.441103e-1	1.000000e+0	1.000000e+0	1.644181e+0	1.216411e+0	2	71	6.578947e-3	2.816901e-2	30,33	KRT9,UMPS
Human Phenotype	HP:0002070	Limb ataxia	314	2.787873e-1	1.000000e+0	1.000000e+0	3.062182e+0	3.265646e-1	1	1.570022e-3	4.807692e-3	353	2.416529e-1	1.000000e+0	1.000000e+0	3.648026e+0	2.741208e-1	1	16	3.289474e-3	6.250000e-2	34	ATXN10
Human Phenotype	HP:0009124	Abnormality of adipose tissue	315	2.820042e-1	1.000000e+0	1.000000e+0	3.020893e+0	3.310279e-1	1	1.591480e-3	4.807692e-3	456	3.281445e-1	1.000000e+0	1.000000e+0	2.537757e+0	3.940487e-1	1	23	3.289474e-3	4.347826e-2	30	TGFB1
Human Phenotype	HP:0005107	Abnormality of the sacrum	316	2.824892e-1	1.000000e+0	1.000000e+0	3.014750e+0	3.317025e-1	1	1.594724e-3	4.807692e-3	333	2.284227e-1	1.000000e+0	1.000000e+0	3.891228e+0	2.569883e-1	1	15	3.289474e-3	6.666667e-2	32	RPS19
Human Phenotype	HP:0100265	Synostosis of metacarpals/metatarsals	317	2.828375e-1	1.000000e+0	1.000000e+0	3.010351e+0	3.321872e-1	1	1.597054e-3	4.807692e-3	154	1.139552e-1	1.000000e+0	1.000000e+0	8.338346e+0	1.199279e-1	1	7	3.289474e-3	1.428571e-1	34	FBLN1
Human Phenotype	HP:0009944	Partial duplication of the phalanges of the thumb	318	2.833962e-1	1.000000e+0	1.000000e+0	3.003315e+0	3.329654e-1	1	1.600795e-3	4.807692e-3	154	1.139552e-1	1.000000e+0	1.000000e+0	8.338346e+0	1.199279e-1	1	7	3.289474e-3	1.428571e-1	32	RPS19
Human Phenotype	HP:0000262	Turricephaly	319	2.844920e-1	1.000000e+0	1.000000e+0	2.989597e+0	3.344933e-1	1	1.608141e-3	4.807692e-3	318	2.149624e-1	1.000000e+0	1.000000e+0	4.169173e+0	2.398557e-1	1	14	3.289474e-3	7.142857e-2	33	PEX13
Human Phenotype	HP:0002168	Scanning speech	320	2.845095e-1	1.000000e+0	1.000000e+0	2.989379e+0	3.345176e-1	1	1.608258e-3	4.807692e-3	285	1.873356e-1	1.000000e+0	1.000000e+0	4.864035e+0	2.055906e-1	1	12	3.289474e-3	8.333333e-2	34	ATXN10
Human Phenotype	HP:0001519	Dolichostenomelia	321	2.854692e-1	1.000000e+0	1.000000e+0	2.977451e+0	3.358577e-1	1	1.614701e-3	4.807692e-3	253	1.731609e-1	1.000000e+0	1.000000e+0	5.306220e+0	1.884581e-1	1	11	3.289474e-3	9.090909e-2	36	ZNF469
Human Phenotype	HP:0000834	Abnormality of the adrenal glands	322	2.866905e-1	1.000000e+0	1.000000e+0	1.885180e+0	1.060907e+0	2	5.100512e-3	9.615385e-3	405	2.809743e-1	1.000000e+0	1.000000e+0	1.913719e+0	1.045086e+0	2	61	6.578947e-3	3.278689e-2	30,33	PEX13,WNK1
Human Phenotype	HP:0000175	Cleft palate	323	2.872367e-1	1.000000e+0	1.000000e+0	1.400316e+0	3.570624e+0	5	1.716646e-2	2.403846e-2	380	2.591827e-1	1.000000e+0	1.000000e+0	1.700051e+0	1.764653e+0	3	103	9.868421e-3	2.912621e-2	32,34,40,41,46	GLI2,RPS19,UBC
Human Phenotype	HP:0002827	Dislocated hips	324	2.879449e-1	1.000000e+0	1.000000e+0	1.879145e+0	1.064314e+0	2	5.116893e-3	9.615385e-3	245	1.616451e-1	1.000000e+0	1.000000e+0	2.779449e+0	7.195672e-1	2	42	6.578947e-3	4.761905e-2	36,41	MKKS,ZNF469
Human Phenotype	HP:0000648	Optic atrophy	325	2.896916e-1	1.000000e+0	1.000000e+0	1.599019e+0	1.876150e+0	3	9.019952e-3	1.442308e-2	295	1.960358e-1	1.000000e+0	1.000000e+0	1.967475e+0	1.524797e+0	3	89	9.868421e-3	3.370787e-2	30,31,57	ABHD12,AUH,NDUFS8
Human Phenotype	HP:0003590	Adolescent onset	326	2.899926e-1	1.000000e+0	1.000000e+0	2.922284e+0	3.421981e-1	1	1.645183e-3	4.807692e-3	515	3.730776e-1	1.000000e+0	1.000000e+0	2.161793e+0	4.625789e-1	1	27	3.289474e-3	3.703704e-2	57	ABHD12
Human Phenotype	HP:0001257	Spasticity	327	2.964876e-1	1.000000e+0	1.000000e+0	1.454780e+0	2.749556e+0	4	1.321902e-2	1.923077e-2	440	3.135038e-1	1.000000e+0	1.000000e+0	1.414992e+0	2.826871e+0	4	165	1.315789e-2	2.424242e-2	30,31,33,57	ABHD12,AUH,FTL,NDUFS8
Human Phenotype	HP:0002490	Increased CSF lactate	328	2.967985e-1	1.000000e+0	1.000000e+0	2.842411e+0	3.518140e-1	1	1.691413e-3	4.807692e-3	567	4.150148e-1	1.000000e+0	1.000000e+0	1.882852e+0	5.311091e-1	1	31	3.289474e-3	3.225806e-2	31	NDUFS8
Human Phenotype	HP:0100689	Decreased corneal thickness	329	2.974121e-1	1.000000e+0	1.000000e+0	2.835388e+0	3.526855e-1	1	1.695603e-3	4.807692e-3	298	2.012680e-1	1.000000e+0	1.000000e+0	4.489879e+0	2.227232e-1	1	13	3.289474e-3	7.692308e-2	36	ZNF469
Human Phenotype	HP:0001080	Biliary tract abnormality	330	2.978230e-1	1.000000e+0	1.000000e+0	1.832897e+0	1.091169e+0	2	5.246003e-3	9.615385e-3	267	1.738306e-1	1.000000e+0	1.000000e+0	2.653110e+0	7.538323e-1	2	44	6.578947e-3	4.545455e-2	33,41	MKKS,PEX13
Human Phenotype	HP:0009830	Peripheral neuropathy	331	2.993289e-1	1.000000e+0	1.000000e+0	1.448071e+0	2.762296e+0	4	1.328027e-2	1.923077e-2	327	2.157560e-1	1.000000e+0	1.000000e+0	1.679667e+0	2.381425e+0	4	139	1.315789e-2	2.877698e-2	30,30,33,57	ABHD12,CLCF1,LITAF,WNK1
Human Phenotype	HP:0007660	Increased corneal diameter	332	3.039229e-1	1.000000e+0	1.000000e+0	2.762587e+0	3.619796e-1	1	1.740286e-3	4.807692e-3	318	2.149624e-1	1.000000e+0	1.000000e+0	4.169173e+0	2.398557e-1	1	14	3.289474e-3	7.142857e-2	36	ZNF469
Human Phenotype	HP:0000174	Abnormality of the palate	333	3.039414e-1	1.000000e+0	1.000000e+0	1.259880e+0	6.349810e+0	8	3.052793e-2	3.846154e-2	247	1.623366e-1	1.000000e+0	1.000000e+0	1.636498e+0	3.666366e+0	6	214	1.973684e-2	2.803738e-2	30,32,33,34,40,41,41,46	CLCF1,GLI2,MKKS,PEX13,RPS19,UBC
Human Phenotype	HP:0011064	Abnormal number of incisors	334	3.121965e-1	1.000000e+0	1.000000e+0	2.674401e+0	3.739155e-1	1	1.797671e-3	4.807692e-3	176	1.291414e-1	1.000000e+0	1.000000e+0	7.296053e+0	1.370604e-1	1	8	3.289474e-3	1.250000e-1	34	GLI2
Human Phenotype	HP:0001251	Ataxia	335	3.131420e-1	1.000000e+0	1.000000e+0	1.304860e+0	4.598194e+0	6	2.210670e-2	2.884615e-2	275	1.797296e-1	1.000000e+0	1.000000e+0	1.584663e+0	3.786294e+0	6	221	1.973684e-2	2.714932e-2	30,31,33,34,41,57	ABHD12,ATXN10,AUH,FTL,MKKS,NDUFS8
Human Phenotype	HP:0007556	Plantar hyperkeratosis	336	3.133031e-1	1.000000e+0	1.000000e+0	2.662954e+0	3.755229e-1	1	1.805398e-3	4.807692e-3	500	3.621333e-1	1.000000e+0	1.000000e+0	2.244939e+0	4.454463e-1	1	26	3.289474e-3	3.846154e-2	30	KRT9
Human Phenotype	HP:0002797	Osteolysis	337	3.135925e-1	1.000000e+0	1.000000e+0	2.659973e+0	3.759436e-1	1	1.807421e-3	4.807692e-3	333	2.284227e-1	1.000000e+0	1.000000e+0	3.891228e+0	2.569883e-1	1	15	3.289474e-3	6.666667e-2	30	WNK1
Human Phenotype	HP:0001677	Coronary artery disease	338	3.152954e-1	1.000000e+0	1.000000e+0	2.642545e+0	3.784231e-1	1	1.819342e-3	4.807692e-3	414	2.923510e-1	1.000000e+0	1.000000e+0	2.918421e+0	3.426510e-1	1	20	3.289474e-3	5.000000e-2	38	LIPC
Human Phenotype	HP:0011042	Abnormality of potassium homeostasis	339	3.167847e-1	1.000000e+0	1.000000e+0	2.627453e+0	3.805967e-1	1	1.829792e-3	4.807692e-3	468	3.396701e-1	1.000000e+0	1.000000e+0	2.432018e+0	4.111812e-1	1	24	3.289474e-3	4.166667e-2	30	WNK1
Human Phenotype	HP:0002510	Spastic tetraplegia	340	3.168509e-1	1.000000e+0	1.000000e+0	2.626787e+0	3.806933e-1	1	1.830256e-3	4.807692e-3	387	2.674390e-1	1.000000e+0	1.000000e+0	3.242690e+0	3.083859e-1	1	18	3.289474e-3	5.555556e-2	30	AUH
Human Phenotype	HP:0002067	Bradykinesia	341	3.168665e-1	1.000000e+0	1.000000e+0	2.626629e+0	3.807161e-1	1	1.830366e-3	4.807692e-3	442	3.164185e-1	1.000000e+0	1.000000e+0	2.653110e+0	3.769161e-1	1	22	3.289474e-3	4.545455e-2	33	FTL
Human Phenotype	HP:0001333	Abnormality of the sensory nervous system	342	3.199765e-1	1.000000e+0	1.000000e+0	1.219625e+0	7.379315e+0	9	3.547748e-2	4.326923e-2	151	1.062087e-1	1.000000e+0	1.000000e+0	1.621345e+0	5.550947e+0	9	324	2.960526e-2	2.777778e-2	30,30,30,31,32,33,33,34,57	ABHD12,ACTG1,ATXN10,CCND1,LITAF,NDUFS8,NR2E3,PEX13,WNK1
Human Phenotype	HP:0004097	Deviated fingers	343	3.200567e-1	1.000000e+0	1.000000e+0	1.401129e+0	2.854840e+0	4	1.372519e-2	1.923077e-2	316	2.137101e-1	1.000000e+0	1.000000e+0	1.882852e+0	1.593327e+0	3	93	9.868421e-3	3.225806e-2	30,38,41,44	CLCF1,IGF1R,MKKS
Human Phenotype	HP:0005584	Renal cell carcinoma	344	3.228854e-1	1.000000e+0	1.000000e+0	2.567068e+0	3.895495e-1	1	1.872834e-3	4.807692e-3	500	3.621333e-1	1.000000e+0	1.000000e+0	2.244939e+0	4.454463e-1	1	26	3.289474e-3	3.846154e-2	32	CCND1
Human Phenotype	HP:0006704	Abnormality of the coronary arteries	345	3.228915e-1	1.000000e+0	1.000000e+0	2.567008e+0	3.895586e-1	1	1.872878e-3	4.807692e-3	442	3.164185e-1	1.000000e+0	1.000000e+0	2.653110e+0	3.769161e-1	1	22	3.289474e-3	4.545455e-2	38	LIPC
Human Phenotype	HP:0003431	Decreased motor nerve conduction velocity (NCV)	346	3.261618e-1	1.000000e+0	1.000000e+0	2.535555e+0	3.943909e-1	1	1.896110e-3	4.807692e-3	333	2.284227e-1	1.000000e+0	1.000000e+0	3.891228e+0	2.569883e-1	1	15	3.289474e-3	6.666667e-2	33	LITAF
Human Phenotype	HP:0003581	Adult onset	347	3.293334e-1	1.000000e+0	1.000000e+0	1.698809e+0	1.177295e+0	2	5.660074e-3	9.615385e-3	534	3.872630e-1	1.000000e+0	1.000000e+0	1.496626e+0	1.336339e+0	2	78	6.578947e-3	2.564103e-2	30,41	AUH,ENO3
Human Phenotype	HP:0001161	Polydactyly (hands)	348	3.295425e-1	1.000000e+0	1.000000e+0	1.483039e+0	2.022873e+0	3	9.725351e-3	1.442308e-2	121	8.360033e-2	1.000000e+0	1.000000e+0	2.918421e+0	1.027953e+0	3	60	9.868421e-3	5.000000e-2	32,34,41	GLI2,MKKS,RPS19
Human Phenotype	HP:0001199	Triphalangeal thumb	349	3.301825e-1	1.000000e+0	1.000000e+0	2.497726e+0	4.003642e-1	1	1.924828e-3	4.807692e-3	207	1.440681e-1	1.000000e+0	1.000000e+0	6.485380e+0	1.541930e-1	1	9	3.289474e-3	1.111111e-1	32	RPS19
Human Phenotype	HP:0003394	Muscle cramps	350	3.312536e-1	1.000000e+0	1.000000e+0	2.487801e+0	4.019614e-1	1	1.932507e-3	4.807692e-3	515	3.730776e-1	1.000000e+0	1.000000e+0	2.161793e+0	4.625789e-1	1	27	3.289474e-3	3.703704e-2	32	LDHA
Human Phenotype	HP:0002843	Abnormality of T cells	351	3.322026e-1	1.000000e+0	1.000000e+0	2.479059e+0	4.033788e-1	1	1.939321e-3	4.807692e-3	468	3.396701e-1	1.000000e+0	1.000000e+0	2.432018e+0	4.111812e-1	1	24	3.289474e-3	4.166667e-2	33	UMPS
Human Phenotype	HP:0001377	Limited elbow extension	352	3.324187e-1	1.000000e+0	1.000000e+0	2.477076e+0	4.037018e-1	1	1.940874e-3	4.807692e-3	366	2.546571e-1	1.000000e+0	1.000000e+0	3.433437e+0	2.912534e-1	1	17	3.289474e-3	5.882353e-2	30	CLCF1
Human Phenotype	HP:0000517	Abnormality of the lens	353	3.345672e-1	1.000000e+0	1.000000e+0	1.310905e+0	3.814158e+0	5	1.833730e-2	2.403846e-2	246	1.622696e-1	1.000000e+0	1.000000e+0	1.737155e+0	2.878269e+0	5	168	1.644737e-2	2.976190e-2	30,33,33,41,57	ABHD12,FTL,MKKS,NR2E3,PEX13
Human Phenotype	HP:0008530	Bilateral sensorineural deafness	354	3.361192e-1	1.000000e+0	1.000000e+0	1.672284e+0	1.195969e+0	2	5.749852e-3	9.615385e-3	351	2.364346e-1	1.000000e+0	1.000000e+0	2.161793e+0	9.251578e-1	2	54	6.578947e-3	3.703704e-2	30,31	ACTG1,NDUFS8
Human Phenotype	HP:0000156	High-arched palate	355	3.364161e-1	1.000000e+0	1.000000e+0	1.366342e+0	2.927524e+0	4	1.407464e-2	1.923077e-2	250	1.672468e-1	1.000000e+0	1.000000e+0	1.867789e+0	2.141569e+0	4	125	1.315789e-2	3.200000e-2	30,32,33,41	CLCF1,MKKS,PEX13,RPS19
Human Phenotype	HP:0000698	Conical teeth	356	3.388979e-1	1.000000e+0	1.000000e+0	2.418756e+0	4.134356e-1	1	1.987671e-3	4.807692e-3	223	1.587399e-1	1.000000e+0	1.000000e+0	5.836842e+0	1.713255e-1	1	10	3.289474e-3	1.000000e-1	30	NFKBIA
Human Phenotype	HP:0009804	Reduced number of teeth	357	3.399196e-1	1.000000e+0	1.000000e+0	1.455578e+0	2.061037e+0	3	9.908831e-3	1.442308e-2	153	1.111293e-1	1.000000e+0	1.000000e+0	2.575077e+0	1.165014e+0	3	68	9.868421e-3	4.411765e-2	30,34,41	GLI2,MKKS,NFKBIA
Human Phenotype	HP:0003383	Onion bulb formation	358	3.401463e-1	1.000000e+0	1.000000e+0	2.407771e+0	4.153219e-1	1	1.996740e-3	4.807692e-3	387	2.674390e-1	1.000000e+0	1.000000e+0	3.242690e+0	3.083859e-1	1	18	3.289474e-3	5.555556e-2	33	LITAF
Human Phenotype	HP:0011001	Increased bone mineral density	359	3.409316e-1	1.000000e+0	1.000000e+0	1.653923e+0	1.209246e+0	2	5.813684e-3	9.615385e-3	377	2.555084e-1	1.000000e+0	1.000000e+0	2.048015e+0	9.765555e-1	2	57	6.578947e-3	3.508772e-2	30,33	PEX13,TGFB1
Human Phenotype	HP:0009140	Synostosis involving bones of the feet	360	3.427271e-1	1.000000e+0	1.000000e+0	2.385309e+0	4.192329e-1	1	2.015543e-3	4.807692e-3	223	1.587399e-1	1.000000e+0	1.000000e+0	5.836842e+0	1.713255e-1	1	10	3.289474e-3	1.000000e-1	34	FBLN1
Human Phenotype	HP:0000113	Polycystic kidney dysplasia	361	3.427882e-1	1.000000e+0	1.000000e+0	2.384781e+0	4.193258e-1	1	2.015989e-3	4.807692e-3	366	2.546571e-1	1.000000e+0	1.000000e+0	3.433437e+0	2.912534e-1	1	17	3.289474e-3	5.882353e-2	41	MKKS
Human Phenotype	HP:0003812	Phenotypic variability	362	3.470880e-1	1.000000e+0	1.000000e+0	1.289366e+0	3.877876e+0	5	1.864363e-2	2.403846e-2	294	1.938428e-1	1.000000e+0	1.000000e+0	1.630403e+0	3.066727e+0	5	179	1.644737e-2	2.793296e-2	30,31,33,34,34	ATXN10,AUH,FTL,GLI2,KRT81
Human Phenotype	HP:0003677	Slow progression	363	3.471141e-1	1.000000e+0	1.000000e+0	1.630859e+0	1.226347e+0	2	5.895901e-3	9.615385e-3	398	2.682430e-1	1.000000e+0	1.000000e+0	1.978591e+0	1.010821e+0	2	59	6.578947e-3	3.389831e-2	30,57	ABHD12,WNK1
Human Phenotype	HP:0002126	Polymicrogyria	364	3.489244e-1	1.000000e+0	1.000000e+0	2.332704e+0	4.286871e-1	1	2.060996e-3	4.807692e-3	486	3.509985e-1	1.000000e+0	1.000000e+0	2.334737e+0	4.283138e-1	1	25	3.289474e-3	4.000000e-2	33	PEX13
Human Phenotype	HP:0000431	Broad nasal bridge	365	3.491170e-1	1.000000e+0	1.000000e+0	1.432055e+0	2.094892e+0	3	1.007159e-2	1.442308e-2	377	2.555084e-1	1.000000e+0	1.000000e+0	2.048015e+0	9.765555e-1	2	57	6.578947e-3	3.508772e-2	33,38,44	IGF1R,PEX13
Human Phenotype	HP:0003111	Abnormality of ion homeostasis	366	3.496455e-1	1.000000e+0	1.000000e+0	1.621581e+0	1.233364e+0	2	5.929636e-3	9.615385e-3	525	3.811697e-1	1.000000e+0	1.000000e+0	1.516063e+0	1.319206e+0	2	77	6.578947e-3	2.597403e-2	30,33	FTL,WNK1
Human Phenotype	HP:0000219	Thin upper lip vermilion	367	3.517957e-1	1.000000e+0	1.000000e+0	1.613773e+0	1.239332e+0	2	5.958326e-3	9.615385e-3	486	3.509985e-1	1.000000e+0	1.000000e+0	2.334737e+0	4.283138e-1	1	25	3.289474e-3	4.000000e-2	38,44	IGF1R
Human Phenotype	HP:0001035	Abnormality of keratinization	368	3.526464e-1	1.000000e+0	1.000000e+0	1.610702e+0	1.241695e+0	2	5.969686e-3	9.615385e-3	549	3.993696e-1	1.000000e+0	1.000000e+0	1.459211e+0	1.370604e+0	2	80	6.578947e-3	2.500000e-2	30,31	KRT81,KRT9
Human Phenotype	HP:0004492	Widely patent fontanels and sutures	369	3.526543e-1	1.000000e+0	1.000000e+0	2.301917e+0	4.344206e-1	1	2.088561e-3	4.807692e-3	401	2.800024e-1	1.000000e+0	1.000000e+0	3.072022e+0	3.255185e-1	1	19	3.289474e-3	5.263158e-2	33	PEX13
Human Phenotype	HP:0001193	Ulnar deviation of the hand or of fingers of the hand	370	3.526957e-1	1.000000e+0	1.000000e+0	2.301579e+0	4.344843e-1	1	2.088867e-3	4.807692e-3	486	3.509985e-1	1.000000e+0	1.000000e+0	2.334737e+0	4.283138e-1	1	25	3.289474e-3	4.000000e-2	33	PEX13
Human Phenotype	HP:0002027	Abdominal pain	371	3.549107e-1	1.000000e+0	1.000000e+0	2.283601e+0	4.379048e-1	1	2.105312e-3	4.807692e-3	551	4.048002e-1	1.000000e+0	1.000000e+0	1.945614e+0	5.139766e-1	1	30	3.289474e-3	3.333333e-2	32	TNFRSF1A
Human Phenotype	HP:0000662	Night blindness	372	3.558091e-1	1.000000e+0	1.000000e+0	2.276371e+0	4.392957e-1	1	2.111998e-3	4.807692e-3	567	4.150148e-1	1.000000e+0	1.000000e+0	1.882852e+0	5.311091e-1	1	31	3.289474e-3	3.225806e-2	30	NR2E3
Human Phenotype	HP:0009997	Partial/complete duplication of phalanges of the hand	373	3.558628e-1	1.000000e+0	1.000000e+0	1.415260e+0	2.119751e+0	3	1.019111e-2	1.442308e-2	125	9.017746e-2	1.000000e+0	1.000000e+0	2.824278e+0	1.062218e+0	3	62	9.868421e-3	4.838710e-2	32,34,41	GLI2,MKKS,RPS19
Human Phenotype	HP:0008058	Aplasia/Hypoplasia of the optic nerve	374	3.564205e-1	1.000000e+0	1.000000e+0	1.413889e+0	2.121808e+0	3	1.020100e-2	1.442308e-2	350	2.362519e-1	1.000000e+0	1.000000e+0	1.786788e+0	1.678990e+0	3	98	9.868421e-3	3.061224e-2	30,31,57	ABHD12,AUH,NDUFS8
Human Phenotype	HP:0001761	Pes cavus	375	3.584768e-1	1.000000e+0	1.000000e+0	1.589929e+0	1.257918e+0	2	6.047682e-3	9.615385e-3	438	3.126961e-1	1.000000e+0	1.000000e+0	1.768740e+0	1.130748e+0	2	66	6.578947e-3	3.030303e-2	33,57	ABHD12,LITAF
Human Phenotype	HP:0003487	Babinski sign	376	3.591839e-1	1.000000e+0	1.000000e+0	1.587441e+0	1.259889e+0	2	6.057159e-3	9.615385e-3	534	3.872630e-1	1.000000e+0	1.000000e+0	1.496626e+0	1.336339e+0	2	78	6.578947e-3	2.564103e-2	33,57	ABHD12,FTL
Human Phenotype	HP:0011025	Abnormality of cardiovascular system physiology	377	3.597867e-1	1.000000e+0	1.000000e+0	1.319645e+0	3.031117e+0	4	1.457268e-2	1.923077e-2	440	3.135038e-1	1.000000e+0	1.000000e+0	1.414992e+0	2.826871e+0	4	165	1.315789e-2	2.424242e-2	30,32,36,41	CCND1,MKKS,SERPINF2,WNK1
Human Phenotype	HP:0000126	Hydronephrosis	378	3.600393e-1	1.000000e+0	1.000000e+0	1.584442e+0	1.262274e+0	2	6.068627e-3	9.615385e-3	267	1.738306e-1	1.000000e+0	1.000000e+0	2.653110e+0	7.538323e-1	2	44	6.578947e-3	4.545455e-2	33,41	MKKS,PEX13
Human Phenotype	HP:0000774	Narrow chest	379	3.608220e-1	1.000000e+0	1.000000e+0	2.236680e+0	4.470911e-1	1	2.149477e-3	4.807692e-3	442	3.164185e-1	1.000000e+0	1.000000e+0	2.653110e+0	3.769161e-1	1	22	3.289474e-3	4.545455e-2	32	RPS19
Human Phenotype	HP:0009702	Synostosis involving the carpal bones	380	3.643443e-1	1.000000e+0	1.000000e+0	2.209432e+0	4.526051e-1	1	2.175986e-3	4.807692e-3	353	2.416529e-1	1.000000e+0	1.000000e+0	3.648026e+0	2.741208e-1	1	16	3.289474e-3	6.250000e-2	34	FBLN1
Human Phenotype	HP:0004275	Duplication of hand bones	381	3.648285e-1	1.000000e+0	1.000000e+0	1.393506e+0	2.152843e+0	3	1.035021e-2	1.442308e-2	129	9.354481e-2	1.000000e+0	1.000000e+0	2.779449e+0	1.079351e+0	3	63	9.868421e-3	4.761905e-2	32,34,41	GLI2,MKKS,RPS19
Human Phenotype	HP:0000057	Clitoromegaly	382	3.661573e-1	1.000000e+0	1.000000e+0	2.195606e+0	4.554551e-1	1	2.189688e-3	4.807692e-3	468	3.396701e-1	1.000000e+0	1.000000e+0	2.432018e+0	4.111812e-1	1	24	3.289474e-3	4.166667e-2	33	PEX13
Human Phenotype	HP:0000153	Abnormality of the mouth	383	3.676923e-1	1.000000e+0	1.000000e+0	1.122183e+0	1.247569e+1	14	5.997926e-2	6.730769e-2	329	2.174066e-1	1.000000e+0	1.000000e+0	1.315682e+0	8.360685e+0	11	488	3.618421e-2	2.254098e-2	30,30,30,30,32,33,34,36,38,40,41,41,44,46	CLCF1,GLI2,IGF1R,MKKS,NFKBIA,PEX13,RPS19,TGFB1,UBC,WNK1,ZNF469
Human Phenotype	HP:0011032	Abnormality of fluid regulation	384	3.679415e-1	1.000000e+0	1.000000e+0	1.386098e+0	2.164349e+0	3	1.040552e-2	1.442308e-2	365	2.545709e-1	1.000000e+0	1.000000e+0	1.716718e+0	1.747520e+0	3	102	9.868421e-3	2.941176e-2	30,32,41	MKKS,NR2E3,TNFRSF1A
Human Phenotype	HP:0009942	Partial/complete duplication of phalanges of the thumb	385	3.686605e-1	1.000000e+0	1.000000e+0	2.176736e+0	4.594034e-1	1	2.208670e-3	4.807692e-3	253	1.731609e-1	1.000000e+0	1.000000e+0	5.306220e+0	1.884581e-1	1	11	3.289474e-3	9.090909e-2	32	RPS19
Human Phenotype	HP:0002693	Abnormality of the skull base	386	3.707421e-1	1.000000e+0	1.000000e+0	2.161233e+0	4.626987e-1	1	2.224513e-3	4.807692e-3	253	1.731609e-1	1.000000e+0	1.000000e+0	5.306220e+0	1.884581e-1	1	11	3.289474e-3	9.090909e-2	30	TGFB1
Human Phenotype	HP:0100266	Synostosis of carpals/tarsals	387	3.741239e-1	1.000000e+0	1.000000e+0	2.136408e+0	4.680754e-1	1	2.250363e-3	4.807692e-3	366	2.546571e-1	1.000000e+0	1.000000e+0	3.433437e+0	2.912534e-1	1	17	3.289474e-3	5.882353e-2	34	FBLN1
Human Phenotype	HP:0002832	Calcific stippling	388	3.743184e-1	1.000000e+0	1.000000e+0	2.134993e+0	4.683855e-1	1	2.251853e-3	4.807692e-3	468	3.396701e-1	1.000000e+0	1.000000e+0	2.432018e+0	4.111812e-1	1	24	3.289474e-3	4.166667e-2	33	PEX13
Human Phenotype	HP:0007256	Pyramidal signs	389	3.743241e-1	1.000000e+0	1.000000e+0	1.535755e+0	1.302291e+0	2	6.261015e-3	9.615385e-3	581	4.173167e-1	1.000000e+0	1.000000e+0	1.406468e+0	1.422002e+0	2	83	6.578947e-3	2.409639e-2	33,57	ABHD12,FTL
Human Phenotype	HP:0002034	Abnormality of the rectum	390	3.745841e-1	1.000000e+0	1.000000e+0	2.133064e+0	4.688092e-1	1	2.253891e-3	4.807692e-3	442	3.164185e-1	1.000000e+0	1.000000e+0	2.653110e+0	3.769161e-1	1	22	3.289474e-3	4.545455e-2	41	MKKS
Human Phenotype	HP:0001310	Dysmetria	391	3.746667e-1	1.000000e+0	1.000000e+0	2.132464e+0	4.689411e-1	1	2.254525e-3	4.807692e-3	387	2.674390e-1	1.000000e+0	1.000000e+0	3.242690e+0	3.083859e-1	1	18	3.289474e-3	5.555556e-2	34	ATXN10
Human Phenotype	HP:0000987	Atypical scarring of skin	392	3.748798e-1	1.000000e+0	1.000000e+0	2.130919e+0	4.692811e-1	1	2.256159e-3	4.807692e-3	468	3.396701e-1	1.000000e+0	1.000000e+0	2.432018e+0	4.111812e-1	1	24	3.289474e-3	4.166667e-2	36	ZNF469
